,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron
132,Mo1.5NbTiV0.3Zr,0.12361570707161797,402.8838985263584,-3.265310791691199,3.148447556,0.27756942907430704,6.741330747940958,9511.159024549172,2462.0397700000003,0.0684792898938172,12.614292662035897,4.89579
133,MoNbTaTi0.25W,0.11429472867690285,515.6558012984738,-6.1189694620428,3.2120775869999996,2.020102959224768,2.508165704136732,6409.44082226484,3086.11761,0.053383280659613626,12.7082560084964,5.4116599999999995
134,MoNbTaTi0.5W,0.11757849344997841,537.479543123891,-5.7434900667472,3.197590246,1.9260448821831728,2.6125337154975217,6918.059384733848,3022.5253300000004,0.05242252060581086,13.145896566360983,5.333279999999999
135,MoNbTaTi0.75W,0.1226305542228997,561.929327968718,-5.4112553774172,3.184665179,1.841211617942902,2.6909740826745625,7307.139054748475,2965.66892,0.05157931812460703,13.332842124380804,5.2632200000000005
136,MoNbTaTiV,0.14107972214319103,488.6033155843296,-2.2783999999999995,3.1458999999999997,0.936044192147643,3.7809943622474416,15340.927348207975,2612.0,0.06711184694225007,13.381611359171915,5.0
137,MoNbTaTiVW,0.12898956346044688,601.5420353100855,-4.049161961619601,3.149179649,1.1652021755006035,3.5756765174897884,10274.352240252334,2792.55585,0.06342162617488349,14.89764878704606,5.166770000000001
138,MoNbTaTiW,0.12868668307171482,587.4155598892492,-5.114719999999999,3.1729399999999996,1.768725029725688,2.7505785091554222,7624.927297128804,2914.4,0.05083306010855532,13.381611359171915,5.2
139,MoNbTaV,0.11394892221956295,397.134973906857,-3.1115,3.1946749999999997,0.9600895892203476,3.464885923713549,10297.352394401318,2779.75,0.07048936089935841,11.526292643287958,5.25
140,MoNbTaVW,0.10259868225274632,510.10014702997296,-4.64176,3.18878,1.3503114974269652,3.148018120099083,8541.38045374051,2962.8,0.06437390775772431,13.381611359171915,5.4
141,MoNbTaW,0.07266117859627655,367.72977510666715,-6.546749999999999,3.2284750000000004,2.159195758448395,2.3104619019761867,5559.575452605118,3157.75,0.05356071321407133,11.526292643287958,5.5
142,MoNbTiV,0.13165389284028017,393.40214793516316,-2.4472500000000004,3.1070499999999996,0.6938340640837108,4.0758389188863635,11503.920637953144,2442.5,0.057608593109014616,11.526292643287958,5.0
143,MoNbTiV0.25Zr,0.13147362052476314,397.5879964628569,-2.426087105085599,3.1499843579999998,0.2849813116207132,6.677821208108549,12646.232438052079,2414.24641,0.0668021923792036,12.7082560084964,4.764609999999999
144,MoNbTiV0.3Zr,0.1312386965393509,395.7353647497227,-2.4383200738463993,3.148682412,0.2869298770290476,6.685883374039278,12685.658759780254,2411.62831,0.06708242465603802,12.826062903506722,4.7674900000000004
145,MoNbTiV0.5Zr,0.13028530566789856,388.71951240794004,-2.4753085177783998,3.1433463440000002,0.2907074642814331,6.7246086351831895,12753.490871295216,2401.42043,0.06839393979001358,13.145896566360983,4.77773
146,MoNbTiV0.75Zr,0.12909766413583,380.80221949424043,-2.5010560371884005,3.137442706,0.289626208087207,6.784884189684565,12740.670267605376,2389.97282,0.07034743326039931,13.332842124380804,4.7895199999999996
147,MoNbTiVZr,0.12792262661468445,373.68146863338035,-2.5092799999999995,3.1320399999999995,0.2849013587172813,6.853413663196946,12690.047499794959,2379.6,0.07249827584156744,13.381611359171915,4.8
148,MoNbTiZr,0.13115428891195274,403.0740471675149,-2.3449999999999998,3.15755,0.3214581092662352,5.988011529853823,11937.945951976815,2428.75,0.054083269131959814,11.526292643287958,4.75
149,MoTaTiV,0.13198449482799102,540.8005639789959,-2.406,3.1072749999999996,0.690133097434326,4.08675302704337,12347.888315908027,2577.5,0.0744983221287567,11.526292643287958,5.0
150,NbTaTiV,0.15773072584312792,522.6963745808841,-0.07550000000000001,3.145625,0.7445000761449666,3.9347074502641015,387924.6305509231,2541.0,0.07088723439378913,11.526292643287958,4.75
151,NbTaTiVW,0.14129576922187015,656.9960121644575,-3.56512,3.14954,0.9564480300453376,3.7404471064456026,10403.899550464703,2771.8,0.06711184694225007,13.381611359171915,5.0
152,NbTaVW,0.11230592983008511,569.0854505256658,-4.5897499999999996,3.199225,0.9784848867907164,3.43216185149348,7482.4530596822215,2979.5,0.07048936089935841,11.526292643287958,5.25
153,NbTiV0.3Zr,0.15002401737608667,334.7013681597845,1.3972714633332002,3.1491513959999997,0.25695612332653894,6.494151352177578,17565.330321606474,2264.8181,0.06633877180533264,10.83686800383753,4.39394
