,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron,Young's Mod (GPa)
140,MoNbTaVW,0.102598682252746,510.100147029973,-4.64176,3.18878,1.35031149742697,3.14801812009908,8541.38045374051,2962.8,0.064373907757724,13.3816113591719,5.4,231.8
141,MoNbTaW,0.072661178596277,367.729775106667,-6.54675,3.228475,2.1591957584484,2.31046190197619,5559.57545260512,3157.75,0.053560713214071,11.526292643288,5.5,257.8
142,MoNbTiV,0.13165389284028,393.402147935163,-2.44725,3.10705,0.693834064083711,4.07583891888636,11503.9206379531,2442.5,0.057608593109015,11.526292643288,5,169.5
143,MoNbTiV0.25Zr,0.131473620524763,397.587996462857,-2.4260871050856,3.149984358,0.284981311620713,6.67782120810855,12646.2324380521,2414.24641,0.066802192379204,12.7082560084964,4.76461,152.9
144,MoNbTiV0.3Zr,0.131238696539351,395.735364749723,-2.4383200738464,3.148682412,0.286929877029048,6.68588337403928,12685.6587597803,2411.62831,0.067082424656038,12.8260629035067,4.76749,152.7
145,MoNbTiV0.5Zr,0.130285305667899,388.71951240794,-2.4753085177784,3.143346344,0.290707464281433,6.72460863518319,12753.4908712952,2401.42043,0.068393939790014,13.145896566361,4.77773,151.6
146,MoNbTiV0.75Zr,0.12909766413583,380.80221949424,-2.5010560371884,3.137442706,0.289626208087207,6.78488418968457,12740.6702676054,2389.97282,0.070347433260399,13.3328421243808,4.78952,150.3
147,MoNbTiVZr,0.127922626614684,373.68146863338,-2.50928,3.13204,0.284901358717281,6.85341366319695,12690.047499795,2379.6,0.072498275841568,13.3816113591719,4.8,149.2
148,MoNbTiZr,0.131154288911953,403.074047167515,-2.345,3.15755,0.321458109266235,5.98801152985382,11937.9459519768,2428.75,0.05408326913196,11.526292643288,4.75,154.5
149,MoTaTiV,0.131984494827991,540.800563978996,-2.406,3.107275,0.690133097434326,4.08675302704337,12347.888315908,2577.5,0.074498322128757,11.526292643288,5,189.8
150,NbTaTiV,0.157730725843128,522.696374580884,-0.0755,3.145625,0.744500076144967,3.9347074502641,387924.630550923,2541,0.070887234393789,11.526292643288,4.75,133.8
151,NbTaTiVW,0.14129576922187,656.996012164458,-3.56512,3.14954,0.956448030045338,3.7404471064456,10403.8995504647,2771.8,0.06711184694225,13.3816113591719,5,189.2
152,NbTaVW,0.112305929830085,569.085450525666,-4.58975,3.199225,0.978484886790716,3.43216185149348,7482.45305968222,2979.5,0.070489360899359,11.526292643288,5.25,207.5
153,NbTiV0.3Zr,0.150024017376087,334.701368159785,1.3972714633332,3.149151396,0.256956123326539,6.49415135217758,17565.3303216065,2264.8181,0.066338771805333,10.8368680038375,4.39394,99.2
